74  37  0 0 0.00017843000645944 0 -0.000447575726592948 0.0125881628570666 0 -0.000350483766673902 0.000249323152016895 0.000210119058413084 0 -3.17450890615829e-05 0.000469484221833891 -0.000375373928730707 -0.0032829740409879 0 -1.42559698900366e-05 0.000128246015083398 1.52183644185401e-06 -0.000117135772306514 0.00164218084229242 0 0.000458971910318232 -0.000395725101855722 5.03879818780341e-05 -0.00235323154482054 0.000221392935642674 1.76033523384406e-05 0 -3.55447950418569e-05 7.13795152490534e-05 9.06304285174456e-05 0.000650264820077224 4.79463497586066e-05 -0.00063073018848858 -0.0055772367226396 0 0.000134793501055763 -0.00028308917446208 4.94074571584049e-05 0.00222450280856972 0.000676376917121252 0.000746054822933506 0.000819380878028848 -0.0345179461248455  0 0 4.70708577132585e-05 0 -0.000426810306525515 0.0089314329057059 0 -0.000289432967709208 0.00011900082505578 0.000238014573581607 0 -3.51390389518644e-05 0.000561339608073172 -0.000189152010706625 0.00158068812798903 0 3.06277669512636e-05 9.34971576905411e-05 5.91840915413202e-05 0.00124929886894244 0.00191725897876108 0 0.000489248250784901 -0.000193691231270777 -1.45669584582031e-05 -0.00244847444190421 -2.23013607335276e-05 -0.000269490564265412 0 1.28161269265414e-05 4.49320688713885e-05 9.47387723215311e-05 0.000691224565408155 0.00022985495263111 0.000221954592588874 -0.00513989850186324 0 0.000129514383433743 -0.000233275206110563 1.18574614347768e-06 0.000829232435769406 0.000133781198630316 0.000419324911024015 -0.00118519384111912 -0.0227503710997978
75  37.5  0 0 -0.000233868561882763 0 -0.000343720271900202 0.0630342227852164 0 -0.000169355690968148 0.000219141596294508 9.69938368362184e-06 0 -4.02069672907199e-05 -2.54613741040606e-05 -0.000626232555621237 -0.000804031220862584 0 5.7529607643482e-05 -5.07139370389878e-05 -1.10691459200837e-05 -0.000583167131838573 0.00145622592875099 0 0.000416702916028412 -0.000107280189155413 0.00028868189083406 -0.00155569039350197 0.000261215099352476 -0.000112773243127054 0 -0.000207247127598566 -0.000301095447353361 0.000426303712711385 0.00609322712845639 0.00228635760168887 0.00199911778178009 -0.00195106399618562 0 9.45563665282213e-07 0.000312825801411777 -0.00013466057178766 -0.00321873711613115 9.63745131434272e-05 0.00280483158254716 -0.00325417516159882 0.0379021766064193  0 0 -0.000362279063978836 0 -0.000280710063971505 0.0449895340032954 0 -0.000178168985437905 0.000149316169197699 0.000237031038766038 0 -2.7969008590603e-05 0.000471827543878641 -0.000372332639427708 0.000119211283327912 0 6.12027061945017e-05 2.63635605698144e-06 4.5222910878549e-05 0.000210148844530492 0.00166003724005861 0 0.000464507795317416 -0.000260701375066467 7.41097060093095e-05 -0.00191990062201542 0.000208150627312904 -0.000217652705311164 0 -0.00011727062960684 -0.000417947279963328 0.000195530380671569 0.00388709134095336 0.00162249838789319 0.00181759821295996 -0.00351103435935767 0 7.83162519937372e-05 0.000293821587712771 -0.000108186589922384 -0.00267245054445405 -0.000415623809012864 0.0017871114171843 -0.00158067561500366 0.0177670350179416
76  38  0 0 -0.000513362992580774 0 0.000672447753891062 -0.0123343544802002 0 -0.000128816359513129 0.000147639187002757 0.000109172571173372 0 -4.69711168443129e-05 0.000422997823828907 -0.000805705503110935 -0.00255185618508427 0 5.38478330623489e-05 -0.000123229809881135 -2.36685990456108e-05 -0.00151188736907765 0.000380546773927661 0 0.000287234427731838 9.41743438297639e-05 -0.000188871701743359 -0.000803036496759805 0.00065762561816978 0.000631496330465579 0 -0.000178678239879661 0.000229084074938188 -0.000440142346211566 0.000100318448149461 -7.48771323413206e-05 -0.00124433331616972 -0.00625241574006611 0 0.000110567146107555 -4.11239551394618e-05 -0.00025183030611301 0.00156127296254535 0.000160847462730646 -0.000590825913137921 0.00195906951559121 -0.0134187803242797  0 0 -0.000358353919047664 0 0.000353144436182975 0.00678488570986478 0 -0.000145372620475396 0.000169918846449472 9.43261961388023e-05 0 -3.6626131010935e-05 0.00038407765563813 -0.000672715455762257 -0.00163346609785066 0 6.4404511101226e-05 -7.28002277401874e-05 -3.79830763533934e-06 -0.000783806980869597 0.00085567150582882 0 0.000369309809997675 2.97245146646033e-05 -2.66888296384179e-05 -0.00120048076448409 0.000519274892277713 0.000464119616437403 0 -0.000133380439955342 8.71027672128144e-05 -0.000167885055329005 0.00143219937112042 0.00050153468321335 -0.000327550330070828 -0.00510899900842848 0 0.000140678988350021 4.18493223220128e-05 -0.000140873868620069 0.000437483481952149 0.000142170580840136 0.00028559449150021 0.000820205595684507 -0.00297802691825104
77  38.5  0 0 -0.000520617326067904 0 -0.000569057557399668 0.0370679447122909 0 -0.000133277841827663 0.00033765422547359 -6.56290404265526e-05 0 -6.30283943951666e-05 -0.00102487253257118 -0.000197157770646066 -0.00770117665564527 0 0.000117396433519004 -1.85136459127141e-05 6.5901167295885e-05 -0.00358309208166026 -0.00122451025068211 0 0.000212427406837383 0.000239369735553218 0.00045837795461434 0.00111064874218385 0.000441915499244076 -0.000321920693759407 0 0.000271385947260116 -3.25634265711888e-05 -0.000185875180087166 0.000373480704771682 -5.28522507877876e-05 0.000457544261954463 0.0124884724401218 0 0.000480576619823812 -0.000126408165349155 -0.000436053369579767 0.00102664615290796 -0.000905051995922272 0.00103877390220688 0.00438603085389681 -0.00382703632721972  0 0 -0.000559638962972984 0 -0.00014483955932572 0.0269754047431085 0 -0.000108849495282998 0.0003335027570015 7.71464276241841e-05 0 -4.93822280013688e-05 -0.000466430126425114 -0.000531737384459687 -0.0055886597488331 0 0.000103414609456386 -2.62881385954497e-05 2.95291419580842e-05 -0.00258495833676792 -0.00035188282207124 0 0.000296691144585833 8.04854768830445e-05 0.000311001284144637 0.00049505836962261 0.0004968370912292 -4.04285537974236e-05 0 7.7735407574166e-05 5.02881428507625e-05 -0.00017109592045724 0.000707726735871739 7.13803321909516e-05 0.000172522270799301 0.00645049556487786 0 0.000376862183583756 3.64285333178569e-05 -0.000472896153710256 0.000909230016814163 -0.00063194795502454 0.00077040026640255 0.00322419946828044 -0.00342456906593619
78  39  0 0 -0.000718678758977334 0 0.000141962669459689 0.0364599470203584 0 -5.85669519438462e-05 0.000625901063609871 -0.000544437751443736 0 -0.000118282722302922 -0.000885006548707644 0.0001746419638798 -0.0209824088778773 0 -8.01951235872734e-05 -0.000394200348952941 0.000289196630434671 -0.00202672723419729 0.00241187764390527 0 0.000122226719595229 0.000510556902491425 -3.44660262951867e-05 0.00066675009447656 -0.000867431125557491 -0.00058412359261403 0 -0.000506889233561676 0.00035165034006292 -4.34755797143961e-05 0.000764274726959585 -0.0013019703207534 -0.000364899066672457 -0.0079072251424755 0 0.000413952311045506 -0.000204510609556972 -7.67353373500025e-05 0.00150129741603147 -9.03374033220474e-05 -0.000466403187310369 0.00331351088992659 0.00427590556086587  0 0 -0.000648471729995374 0 0.000259195458959301 0.0333239299868828 0 3.00630186587993e-05 9.20735391880607e-05 -0.000788497998664792 0 -5.04023814843353e-05 -0.000895102556189089 -0.00043710105319558 -0.0124077446153269 0 -9.88351955975784e-06 0.000740512330364763 0.00107604949438306 -0.0173122852108437 -0.000894568155703162 0 0.000217537405367904 -2.40523095810791e-05 -0.000119293613442403 0.00665148953666336 0.000852235458486046 -0.00914006306096865 0 -0.00026339963337278 -0.000148904616396551 -0.000356807422334084 0.00718101985975484 0.000426985510961542 -0.010018665571297 0.000576352066245427 0 0.000386728816525009 -0.000156290886647262 -0.000298722135557427 0.00249109183145373 -0.000144163297127744 -0.000380868722521184 0.00338752197551836 0.00163121376082156
79  39.5  0 0 -0.000820805576357573 0 0.00033141852909503 -0.0117748412272262 0 0.00163850583489093 0.000696964462655102 0.00499182343760132 0 -0.000632877425646793 0.00176716705663329 -0.00161114413784983 0.00178652761558189 0 0.00423625944242047 0.00605979142208195 0.0157702896824564 0.00885745276011193 -0.0304836675958554 0 0.000175166947552289 0.000224804682026894 0.000461755473495075 -0.00107341470802478 0.00203810615273658 0.00505194199546251 0 -0.000287677057076804 -0.00010317349938443 0.000204452917605605 -0.00105085280612799 0.00309522982049969 0.00443694874100614 -0.00133814561238732 0 0.000517523675538722 -0.000134959466163989 0.000130292378633324 -5.92000334161713e-05 -0.000370461374475525 0.00565471311375795 0.0024289704514723 -0.00232865236794546  0 0 -0.000754994659510545 0 0.00144600783489233 0.00327699808825433 0 -0.0011919529119348 0.0030649755380448 -0.00562053516983736 0 -0.00369824350915965 0.00193164055668203 -0.0136222171209003 0.0282772133439924 0 0.00313376915041081 0.00325102297298044 0.0119640753918437 -0.00213988654459091 -0.022647688802927 0 0.000174429346874351 -2.49419573366218e-05 0.000246870450260369 -0.00222988471135964 0.000733967247650731 0.00388469732000021 0 -0.00010734487845536 -0.000421056428344862 0.000820622513667846 -0.00473204585607188 -0.00144213751242633 0.00270924167230591 -0.00154888217197271 0 0.000203303571014889 -0.00033991340886451 -0.000917165524261595 0.00109352518756134 0.00163794276698531 0.00489097201530945 0.00267900228200264 -0.00122959321680152
80  40  0 0 -0.00116671641359683 0 7.79314934040681e-05 0.000208133371367048 0 -0.000343235167563277 0.000421634594793406 -0.00355470461027794 0 0.000224099622140212 -0.00068297266920911 -0.00037467474566863 -0.00918489514720361 0 -0.0014654652935609 -0.00220304226923844 -0.00384855205065146 0.000633399760459528 0.0220360845683965 0 -6.77291821488193e-06 0.0001519076821024 4.14925757553228e-06 0.000212051479715334 0.00165243714713375 -0.00299422655113567 0 -0.000408017555806436 -2.58358684846398e-05 5.04448254541018e-05 0.000325098364392897 5.00142983800499e-05 -0.00137683898401225 -0.00080133513431528 0 0.000481857122616231 6.47934815853232e-05 -0.000184067190270492 0.000312423055937783 0.000103282365567063 -0.00190236289367012 0.00147409353844516 -0.00510824061909669  0 0 -0.00103160513485397 0 0.000134922087289624 0.00122186775046543 0 0.000125788580017739 0.000518766802383627 -0.00124480081135529 0 9.35394948907533e-06 -0.000103718905927081 -0.000645863216506433 -0.00732579999386553 0 -4.06951405871331e-05 -0.000159509998913231 0.00102683731017638 0.00275196836253016 0.00782218342014637 0 7.98796061540768e-05 0.00019444551782401 0.000124160120279554 8.53692267371169e-05 0.00158677030464902 -0.000802033200832446 0 -0.000378335803182794 -7.66662450758603e-06 8.48863422950003e-05 7.6475501339899e-05 0.000653540759809491 8.31098699121901e-05 -0.00118450447703419 0 0.000450574838148588 -1.78242451212137e-05 -0.000133537113221788 0.00047799711681283 -0.0001405538241481 -8.86504642735524e-06 0.00177376750217916 -0.00393313157523636
81  40.5  0 0 -0.00152198449516006 0 8.57448800172715e-05 0.00043987597554917 0 0.000165894951061543 0.000470289548442877 -0.00162214170106085 0 -1.00987520322629e-05 -0.000124747764618366 -0.00024403935644191 -0.00030370353902516 0 -2.09152010495385e-05 -0.000116481507357941 0.000906087105741956 0.000818868786695365 0.00924687484619993 0 9.15262899998015e-06 6.37922076638471e-05 0.000128519305593319 -4.52354696534056e-05 0.00134156461995993 -0.000974585021835367 0 -0.000536057697745981 -5.75144548086959e-05 5.20810051462755e-05 -0.000193908072555342 0.000222090872471357 -7.30962496067167e-05 -0.000176908589621452 0 0.000545722812853462 8.58665967768725e-05 1.15983043087484e-05 0.000280896417819435 -0.000292661939625863 0.000626468973964682 0.00111887233909322 -0.0085575618509483  0 0 -0.00135583586518915 0 9.61597086683149e-05 0.000707673416211019 0 0.000153831693548568 0.000492810346770461 -0.00152030619051268 0 1.03379754349173e-05 -0.000123780201841138 -0.000365224287762489 -0.0025918347246345 0 -4.09365575308502e-05 -0.000138387931223575 0.000971929149735862 0.00147593930392998 0.00853909069665737 0 3.93578655636401e-05 0.000109390737583243 0.000134493901659315 -9.57546694872591e-06 0.00147190435669585 -0.000856262785895908 0 -0.000515379062918381 -1.06951655524239e-05 0.000152750255889593 -0.000136870227844708 0.000338738262997817 -5.51756768558529e-05 -0.000523405009064343 0 0.000497745539472904 7.56578726722506e-06 -0.000169080961318808 0.00039508482761315 -0.000196189684458554 0.000336381021422738 0.0012783024935254 -0.00752184370649217
82  41  0 0 -0.00202535546406914 0 7.36684985208337e-05 0.000526667121982117 0 0.000122440365448938 0.000449807976142292 -0.00199422707460998 0 1.46768967508425e-05 -0.000185552159794849 0.000332272275817777 -0.000822091659903153 0 -2.14078076892398e-05 -8.96378176487685e-05 0.000365165561278484 0.00041501429708894 0.00844367170412953 0 8.94511545948547e-05 -1.27814163839497e-05 7.53118053105426e-05 9.52917049687816e-05 0.00121365072446743 -0.000619415499733784 0 -0.00049110708823508 -4.56859934022983e-05 -0.000280930730866766 0.000294954331371737 7.1661668236692e-05 4.09675611211171e-05 0.000185433226638953 0 -2.81317966998717e-06 6.96601402921266e-05 0.00026836042337436 -0.000254165554623355 -0.000330710384175373 0.000423189253572557 0.00185499489008316 -0.0128633890137389  0 0 -0.00181283807752863 0 7.82746699692117e-05 0.000586818453863384 0 0.000134643376374383 0.000457812506853095 -0.0018426184037402 0 1.34815809688147e-05 -0.000157551919210827 9.56992057274723e-05 -0.00139357069526595 0 -1.97258236043434e-05 -0.000101135876352073 0.000563427218063706 0.000830285909432347 0.00851878309852406 0 7.96600955459966e-05 2.80208598917812e-05 8.89798555564474e-05 7.61143910816976e-05 0.00133235643710881 -0.000608492382610345 0 -0.000495734114614739 -4.54260519772158e-05 -0.000175485815406355 0.000158725155900499 0.000202847637491672 -2.04554700956287e-05 -0.000201725027615554 0 0.000111775567549997 5.87469118701752e-05 0.000141671879603675 -5.78627475802676e-05 -0.000336662633741351 0.000403601417353238 0.00169077709598095 -0.0108656318790409
83  41.5  0 0 -0.00265333479087072 0 0.000104310731791228 0.000540788297728896 0 0.000286916804853346 0.000442462155987091 -0.00244943919315172 0 -0.000129738495279873 -0.000277022774551807 0.000937416968672559 -0.00144542911300747 0 0.000155156697801667 -8.81558149827928e-05 -0.000631215359526239 -0.000126683676939137 0.0078266226892777 0 1.14369724404117e-05 -6.70787566106753e-06 2.30315227374403e-06 0.000341343321932918 0.00114277051230954 -4.79529117442906e-05 0 -0.000717724658137994 5.79690016822838e-05 -0.000466613241036192 0.000139885220827283 0.000111616973749868 -0.000325754110593664 0.00179379477192556 0 0.000292824525963895 0.000136639206104762 0.000190066261660318 0.000828399247132456 -0.000245654543048224 7.34818020621276e-05 0.00244434422659642 -0.0129580212132099  0 0 -0.00236111569562864 0 8.29788698131876e-05 0.000564429311527381 0 0.000237080161662452 0.000445758077022187 -0.00228080105254791 0 -3.22688174661448e-05 -0.000232177097307298 0.000579975406447026 -0.00140384076390984 0 2.09564933159105e-05 -0.000105315655688209 -0.000180734494743469 0.000183518295974813 0.00747966502326845 0 3.96374874790967e-05 1.90784469005735e-05 2.81273588211745e-05 0.000274313773847161 0.0011454656215792 -7.75033306201212e-05 0 -0.000682805540448201 9.70803351721825e-06 -0.000326929942407575 6.8211373895029e-05 0.000150238245725965 -0.000232295908890068 0.00104764093193796 0 0.000203146613142513 0.000127854006081471 0.000135483284611519 0.000537314323719119 -0.00032864820429069 9.83084240309286e-05 0.00232701107881974 -0.0131834237674652
84  42  0 0 -0.0034061353018521 0 0.000177171235008471 0.000643099074527659 0 0.000461335273920219 0.000488794477627748 -0.00289778889224285 0 -0.000155602583484997 -0.000504043898005401 0.00111489599393987 -0.00146219791313549 0 0.00019571212994339 2.03170469848772e-05 -0.00214113433433123 -0.00140473543199933 0.00280039950425097 0 0.000133405870327271 3.26243286481347e-05 -0.000213150547654611 0.000688632865547884 -0.00105541149398205 0.00183569364262574 0 -0.00107462344637735 0.000153634841004901 -0.000677576064561189 -0.000505891864227468 -0.00159815188898025 -0.000602033995939786 0.000776616159496071 0 0.000447297446831742 7.45412798071779e-05 7.75946841165146e-05 0.00100075380925543 -0.000133758548245861 0.00255023627566678 0.00811516985796659 -0.00508604973217259  0 0 -0.00305981710549193 0 0.000152054477455583 0.000673508263483789 0 0.000374242775584942 0.00026585557316881 -0.00294290381824718 0 -6.85114360603322e-05 -0.0018053405841223 -8.77787232284127e-05 0.00316675325679006 0 4.43425228057189e-05 -0.000521484319266415 -0.00220793305623174 0.000991933608544368 0.0121441164941891 0 5.19515512102289e-05 -0.000485975831436411 -0.000581008580881078 0.0021840962238175 0.00912374352623752 0.00507034342234074 0 -0.00106469602026942 -5.63549155715824e-05 -0.000771905017381513 6.69555069073212e-05 0.00164665287511519 0.00173292862882457 0.00212581649633046 0 0.000323694647176552 -0.000404709390802184 -0.000388117274657074 0.00295750942646157 0.012362443114558 0.00515559343300925 0.0100073573815039 -0.00757090120251401
85  42.5  0 0 -0.0041533803011762 0 0.00213878212897007 0.000908700555133688 0 0.0010894352655086 -0.00829507611878273 -0.00330393492780806 0 0.00212056563062427 -0.00232460139698143 0.00173143246478821 -0.00408917022915262 0 -0.00931829734117744 -0.00616341945387504 -0.00435134045304047 -0.00130562762005908 0.00626438466516617 0 0.000112120924775644 -0.00046308872732898 0.00044956076812342 -0.0067159719737801 0.00362748572101895 0.00284832736803685 0 -0.000458991728346368 -0.000578050885777331 -0.00204422637434702 0.0143697980192253 -0.00245134685089588 0.0149900166459435 -0.0464488964143166 0 0.00072259948955346 -0.000288004999145627 0.000862447383318881 -0.00491515117705041 0.00656740648413161 -0.00452500017699396 -0.0069345934312702 -0.00815116455556366  0 0 -0.00356141096467847 0 0.00177680685974904 0.00104096466978885 0 0.000598805568030215 -0.0051910376200726 -0.00339867159370464 0 0.000977718411259689 -0.00225159592885334 0.00128420465889405 -0.00361768356193971 0 -0.00643681392151797 -0.00361988972522455 -0.00383418170318714 0.000383676632288833 0.0048051240881712 0 0.000356867823955958 -0.00132389647717589 0.000720639836403085 -0.00822585402146156 0.00307765981415072 -0.0019449554770529 0 -9.06645691104178e-07 0.0002229524588103 -0.00059309093977933 0.00778835312122013 -0.00262056454655716 0.0102592309422395 -0.0291427472745326 0 0.000398688056581549 -0.00209497825852886 0.00025473638285414 -0.00250615619520693 0.00488251987916113 -0.0024702083550155 -0.000987383363576254 -0.00505824690358391
86  43  0 0 -0.00474367063073978 0 -0.00128624642078262 -0.00173686403838814 0 -0.00136997991368842 0.00215711860097905 -0.00334286449182845 0 -0.000395170625198325 0.0010860663922647 0.00171771624163852 -0.00515078050287556 0 0.00192722499405634 0.00217440497249556 -0.00580107555420538 -0.00126038179897161 0.00690669096708241 0 0.000807889451579815 -9.43580065116532e-05 -0.00147526323062268 0.00184233254842031 -0.000604342648490411 -0.00213132073915391 0 -0.000665511644689634 0.000310107335709517 0.0020810846594986 -0.0047513031991944 -0.000285794557326101 -0.00577547547834719 -0.0104842988330478 0 0.000245981752449079 0.000146804064056578 -0.000302414877722929 -0.000501676781673704 -0.00157181100716841 -0.00247268066969087 -0.00376014088215359 -0.0450195874093925  0 0 -0.00442681786092895 0 -0.000381877817735808 -0.000866619344216153 0 -0.000645794347725108 -0.000396329731733314 -0.0032741136831082 0 0.000144463216385361 0.000165736863799981 0.00123775024248264 -0.00460226432389322 0 -0.000789621005915227 2.67039367804791e-05 -0.00511692792175534 -0.000806153205908548 0.00644369806592417 0 0.000684810571759692 -0.000227574823685407 -0.00111022860615309 -0.0001097222341663 0.000541534687386751 -0.000337739233534918 0 -0.000671645688784759 9.56799302671843e-05 0.000623719368924367 0.000437732220810345 -0.000876764401289721 0.000206338127873424 -0.0159170412743568 0 9.53966237619885e-05 5.47908171689132e-05 0.000152700243279147 -0.00136536140583322 0.000307426218343206 -0.00270870165715406 -0.0107781371108205 -0.0317244050302364
87  43.5  0 0 -0.00496404897884908 0 -0.00338380411448486 0.00102308729104331 0 0.000469394746214156 0.00789457992621133 -0.00425220862758979 0 0.000351017750809364 3.78851752636775e-05 -4.43462928425457e-05 -0.0149593387112829 0 -0.000599786570322271 -0.000149940289501829 -0.0138234826700088 0.00646389302922888 0.00457359362568375 0 0.000158329236481792 -0.000109602653003388 -0.00131254597552035 0.00977415331206011 -0.000119984003291515 -0.00142374700735508 0 0.000435613751116878 -5.62612062027993e-06 0.00121127832281301 -0.00176384511309547 0.00403297973677145 0.000193316997464512 0.0146858803418078 0 0.000854192492311245 0.000355407829666254 0.000210610174427413 0.00111356511757899 0.0202283997286247 0.00363408880608769 0.00434988449961798 0.0236304780463841  0 0 -0.00478655797814505 0 -0.00232110532851938 0.000257603135659735 0 0.000256493270449735 0.00513160402056463 -0.00466691257609898 0 0.000470373602774398 0.00219350794095693 -0.00088966794592178 -0.0105267638182747 0 -0.000614434320823177 0.000211005853941173 -0.0107778937066182 0.00526110034905873 0.00582612657331562 0 0.000570363526677959 -0.000701615695535881 -0.000589871997512552 0.00624074540986031 -0.00299278313795938 -0.00427484216793883 0 -6.53044582243425e-05 0.000353514859290966 0.000808451069388468 -0.000855693443368064 0.0118691617885619 0.00110524179247564 -0.0123851536852097 0 0.000258435148997074 0.000333211896417308 7.47992794728675e-05 0.00356355379707251 0.0117855937542862 0.00338151257321871 0.00152382789906393 0.00484462932803589
88  44  0 0 -0.00453945233222679 0 0.00396928967569005 -0.00237954652775884 0 -0.000894371621363728 -0.0110399297197372 -0.00386811212153772 0 0.000432093971383992 -0.000197330405501272 0.000815718473498473 0.0183928361700907 0 -0.000795699714923116 0.000257175631441236 0.0121075009461236 -0.00865471972322777 0.010429441848048 0 0.000825423328988707 -0.000530378698355028 0.00104284923518211 -0.0184545625286521 0.000627018389457367 -0.000724276952042075 0 -0.00052522074050821 0.000169039434698828 -0.00147627048486073 0.00604346240492515 -0.00216369150967966 -0.000231165707974401 -0.00173271809629269 0 -0.000613054381276045 -0.000184597455782513 -0.000950482539356472 -0.00272288553980414 -0.00571255832343513 0.00241916690059121 -0.0205508594524816 0.00369073630642421  0 0 -0.0046222898722285 0 0.00179904919007784 -0.00130652406044093 0 -0.000776537278202666 -0.0056110542934086 -0.00425014438333246 0 0.000383236248611887 0.000383312181115977 0.00112115390735976 0.00820104130105078 0 -0.00084447475524604 9.67680894251705e-05 0.00409140605791301 -0.0052236810646677 0.0083250807205989 0 0.00059401901547937 -0.00125264046901158 -0.000130958275137918 -0.00990529602476951 -0.000386779577973665 -0.000566493799063995 0 -0.000311761978515961 0.000465630439686824 -0.000562320453137747 0.00366067736133593 -0.000297221920276842 -0.000488660478825752 -0.000793492307013445 0 -4.42717005817894e-05 -0.000272117556579277 -0.000674258656020277 -0.00317082451994403 0.00030403389765618 0.00209842809520552 -0.0128274825278219 0.00365595904981755
89  44.5  0 0 -0.00375884706994603 0 -0.00219081519259094 -0.000443116334218661 0 -0.000407549417874916 0.00250265564531417 -0.00245433088339271 0 0.000434200372646739 0.000268882072106838 0.000101381871518155 -0.0104518395799511 0 -0.000777001482350984 0.000433620964500209 -0.00923885295570057 0.00260542104272621 0.00777336697103942 0 0.000630020886205339 -0.000471169285073874 -0.00152773353969626 0.00506400961405458 0.00149735393102258 -0.000492669742104218 0 -0.000508909393785187 0.000165192483577855 0.00105283521173974 -0.00108693523076959 -0.000803991544277903 -0.00062354882051412 0.00690971432109588 0 4.68795300949039e-05 0.000145700735264654 0.000225110161682762 0.00156578836053371 0.000817239204377151 -0.000465919568857805 0.0027242931475903 -0.00178887452333238  0 0 -0.00404604042879547 0 -0.000849124207271612 -0.000775791190748125 0 -0.000481871917504514 -0.000244048203378295 -0.00294356955263814 0 0.000377367396892224 0.000159201827534978 -2.16707036001109e-05 -0.00413349459299458 0 -0.000791619160580466 0.000300938228604311 -0.00468477644670594 0.000594256547936747 0.00807115798531583 0 0.00059267806104255 -0.000484933813077485 -0.000908127907127846 5.1757537191036e-05 0.00114250345742943 -0.000555203704412344 0 -0.00046282301432495 0.000191337150500225 0.000556605399453486 0.000494965599458233 -0.000760348296609093 -0.000483915106958144 0.0046810031623322 0 2.67890150862083e-05 5.15840449380913e-05 -3.18335798204701e-05 0.000393072801904119 0.000605580385540976 0.000219021383452048 -0.00217578299814884 -8.56199447264685e-06
90  45  0 0 -0.00311365122012999 0 -0.00072960100520566 -0.000549806979195133 0 -0.000267363743470563 -7.65934118156906e-05 -0.00251476869094094 0 0.000312629781315057 6.51387724367841e-06 -0.000233611778674001 -0.0030323647857115 0 -0.000689555906981202 0.000396233744948654 -0.00300482688920212 0.000372181025245737 0.00656170413966472 0 0.000330391763748985 -0.000449391834415216 -0.000579772085189855 -1.65740776780778e-05 0.000833808529104755 -0.00122288170891956 0 -0.000405247112440481 0.000207171219307507 0.000417008805019981 0.000257715059348441 -0.000472674915172157 -8.2514895241182e-05 0.00979793186722554 0 -0.000198161917258757 -3.41862391941194e-05 -6.83503312042898e-06 0.000917160142945445 0.000153441951295238 -0.000762920869395536 -0.00373373309463018 0.00471925690479068  0 0 -0.00342411902050958 0 -0.00077045932684982 -0.000623498884425079 0 -0.000353575277651519 -0.000142033189419833 -0.00265819489471545 0 0.000309818386817986 6.55800485852922e-05 -0.000281663397516549 -0.0033723226665142 0 -0.000717465430102371 0.000354596127095884 -0.00354829069652523 0.000593710948306654 0.00707626969437605 0 0.000405040201099381 -0.000451450312790064 -0.000687466939053196 -0.000155776104280776 0.000925365537097151 -0.00106667782095448 0 -0.000457498528072219 0.000248120056304641 0.000513351100051321 0.000440732941202235 -0.000605645384591156 -0.000134137755870927 0.00760669696981834 0 1.16239204268045e-05 1.77260718949169e-05 -0.000113244893580977 7.09503263985644e-05 9.00048013330416e-05 -0.000981754658015238 -0.000900884585974444 0.00154123479201207
91  45.5  0 0 -0.00260135988419544 0 -0.000560240903849437 -0.000418171603897235 0 -0.000193916415456706 -3.5403987261898e-06 -0.00223740749236325 0 0.000263612328109077 -7.18016804818793e-05 -0.00033161135249098 -0.00257858134128561 0 -0.000610444329582277 0.000339966327486304 -0.00206415967642408 0.000389114549642699 0.00552622321787945 0 0.000182350328619041 -0.000262691804915759 -0.000444758884998168 -7.16711289407863e-05 0.000729395572758343 -0.000939183945325829 0 -0.000407442834405516 0.000263867224406648 0.000315264091782035 1.76507403747315e-05 -0.000528564367941057 -0.000610990973493112 0.00704246072125321 0 -7.49104297716875e-05 0.000162156127154041 -0.000157343692274825 0.000177046267836773 2.96850239832779e-05 -0.00049305117847721 -0.000603689937650829 0.00204405349254791  0 0 -0.00287517628178631 0 -0.000632952854877811 -0.000487810141230197 0 -0.000253910051476084 -4.75549132824106e-05 -0.00236766894381887 0 0.000262072845857684 -1.79054448910584e-05 -0.000399106789985954 -0.00283076958960774 0 -0.000633400680639409 0.000345295156204838 -0.00255686619559634 0.000569629887189182 0.00603613086618956 0 0.000238859552574335 -0.000317282397059911 -0.000516298186859683 -0.00013682294189743 0.000788708679764548 -0.000999849714556016 0 -0.000426687817996681 0.000277143988485829 0.000397609916877843 0.00017830784144429 -0.000560080373321194 -0.000375113933533825 0.00719584549636369 0 2.37352008606395e-06 0.000115223509030781 -0.000178888407208386 -6.24163638442228e-06 -2.3707131014228e-05 -0.000746562963902335 -0.000229397768206053 0.00168049242153297
